geek, wing: 0.685995462528
due, obtainable: 0.094700896965
feeble, multicultural: 0.314178400599
initial, undesirable: 0.237522057404
glad, seen: 0.486237207925
quadruple, unwelcome: 0.679969334942
owned, wasted: 0.180692208699
poppycock, well-behaved: 0.0
dangerous, laughable: 2.12600427194
fall, specify: 0.962429049837
comfy, worthless: 1.41082705947
executed, suited: 1.47442491094
primordial, uneconomic: 1.08257310834
homesick, strong: 0.537516134649
insupportable, similarly: -0.136774428699
hysterical, spicy: 1.44171068138
grass-roots, removed: 0.0
non-partisan, specify: 0.0
icy, overlooked: 0.373386322697
2nd, mobile: 0.058470822943
doubtful, mild: 1.74718029418
sincere, triple: -0.283520268293
action-oriented, honest: 0.0
easiest, fatal: 0.685839549588
changing, past: 0.365932868358
laudable, safer: 1.49712004374
effortless, widening: 0.067314869303
classy, ill: 0.991208384938
complements, unaffected: 2.11348961026
brief, conservative: 0.546301463936
armored, severe: -0.124566776404
them, wealthier: 1.06389961862
captain, satisfied: 0.066076284597
but, korea: 0.469154475513
gigantic, restless: 0.599654458114
automatic, homicidal: 0.942399999173
compensable, stale: 0.964856165773
frustrating, overt: 0.788485077505
immeasurable, perpetual: 1.40743703741
syrupy, well-coordinated: 0.0
abrasive, clearly: 0.795591555875
delicate, favorite: 0.566376271028
calm, that: 0.9265412433
distinguished, forgiving: 0.924636055825
overjoyed, unpredictable: 0.636470854059
permanent, thready: 0.09389584957
obese, smallest: 1.66739219001
impolite, raison: 1.42067570659
exquisite, powerful: 1.63976806528
registered, returned: 1.67879496505
defenceless, valuable: 0.0
do-able, fake: 0.0
arguable, solid: 1.26121831813
dismissed, state-owned: 0.0
application, lengthy: 0.840279118246
brillant, counter: 0.814816036722
complacent, worrying: 3.95338935919
selective, unavoidable: 1.54710589935
herein, viable: 1.17391180416
moist, voluntary: 0.002417975338
expressly, stand-alone: 0.0
costly, responsable: 0.728447463718
normal, stranger: 0.728888314883
adjusted, blurry: 0.834425026222
conclusive, current: 0.65261072828
lovable, personally: 0.632228273132
repealed, upstanding: 0.564001005848
long-range, schizo: 0.0
individual, well-documented: 0.0
absurd, vulgar: 3.41769648963
alternate, exhilarating: 0.898746578949
cross, vice-president: 0.0
brightest, furious: 0.260320902575
cleverer, motherfucker: 1.89855631961
baseless, ecologically: 1.00099746539
freedom, planning: 0.118889753579
cited, illusory: 0.092907075935
horrible, subject: 0.197220555708
confused, relevant: 1.12852629882
crucial, profitability: 0.604775752073
adaptable, friendly: 2.76493152974
announced, freely: -0.632701630632
lately, morbid: 1.09757405844
emotive, retrievable: 1.46921212875
pretend, worth: 0.492898270825
splitting, unfriendly: 0.847787853832
experienced, growin: -0.067664397908
compulsory, imported: 1.60152496781
certified, overridden: 2.02886000715
divergent, straightaway: -0.485663355818
built-in, smaller: 0.0
adverse, frustrating: 0.638949725834
cost-effective, microscopic: 0.0
regretful, tiny: 0.172223485223
master, naturally: 0.460615215197
increasing, nascent: 0.96560187224
co-chair, fairer: 0.0
untraceable, yeah: 0.551297909351
absurd, intertwined: 1.81353006179
ineligible, thanan: 0.0
democratic, standardized: 1.15859210384
bogus, warranted: 0.60463956748
treacherous, value: 0.019172591554
higher, ludicrous: 0.437070738727
hopeful, sicker: 1.03740229171
lame, working: -0.116499578065
antiquated, repealed: 2.98247343995
excellent, gravest: 0.141124623374
implemented, rare: -0.797795814172
hereby, simillar: 0.173656331678
priced, wetter: 0.318554568492
get, well-targeted: 0.0
receivable, sick: 1.30382086849
automated, between: 0.048967577036
rock-hard, transient: 0.0
subdued, well-established: 0.0
eager, sincerely: 1.14336646762
tabling, weaker: 1.01186870532
carmela, commitment: 0.0
eleven, girl: 0.513577262249
fabulous, serious: 0.492243270965
awestruck, tentative: 1.17330740528
just, well-established: 0.0
tabled, working: 0.266428795193
counter, overkill: 0.796511137411
deliberately, exciting: -0.536916738437
entitled, spoilt: 0.0
-just, as: 0.0
entirely, pilot-tested: 0.0
forward-looking, living: 0.0
charming, thready: 0.776636082693
sane, unexceptable: 0.0
roisin, wholly: 0.0
achievable, magic: 0.801776306719
e.g., scarce: 0.0
hardto, permissible: 0.198610455053
observant, riveting: 1.96032679356
characteristic, flattered: 0.210298419992
find, inoffensive: 0.94613541725
others, unprejudiced: 0.605948707879
associated, battered: 0.335018183593
combative, non-specific: 0.0
debated, northern: 0.548519951579
collective, inconceivable: 0.930645952589
serious, through: 0.109236155662
nonsensical, security: 0.150472931836
formal, vulnerable: 0.106988096041
deposited, prompt: 0.097779129055
hazardous, transitional: 0.460450660221
lively, results-oriented: 0.0
globalization, stable: 0.143355139466
get, viewable: 1.24121377281
apart, hour: 0.902124031919
beneficial, lost: 0.538991657858
imprecise, scientifically: 2.79009456355
inter-related, verify: 0.0
rising, unsolved: 0.462636833416
giddy, in-depth: 0.0
madness, trustworthy: -0.376303571867
dearer, happier: 2.80347709944
abolished, this: 0.234411650202
dishonest, impractical: 2.7154428469
full, settled: 0.315311251361
superficial, well-placed: 0.0
effective, last-minute: 0.0
korean, meaningless: 1.04886695567
cheapest, riveting: 0.002212624441
distracting, ended: 0.791017751594
cheaper, thirteen: -0.554753675302
enforceable, ill-defined: 0.0
coherent, longterm: 1.54858142401
1st, admissible: -0.225093907748
opportune, temporary: 0.573043449641
determinative, wholly: 1.69582827889
demented, righteous: 3.14582471605
charged, pitiful: 0.113555926854
extant, preferable: 1.3268626416
extreme, main: 0.419481329558
open-minded, unlucky: 0.0
fitting, paranoid: 0.604855889226
fascinated, permissible: 0.604090882629
alive, lousy: 0.929689674672
inefficient, merely: 1.07776029609
advantaged, equivalent: 0.953059279956
elegante, upbeat: 0.0
invested, supplemental: 0.116887137946
ultra-hazardous, unfettered: 0.0
depressed, nineteen: 0.522276922938
born, comfy: -0.001639602559
acknowledging, mid-: 0.0
official, probably: 0.426640067499
apologise, attended: 0.0
non-self-executing, readyto: 0.0
belligerent, undamaged: 0.282819956108
mediocre, unproblematic: 1.23913338571
fascinating, rude: 1.70703787203
ample, diversified: 0.564741559959
genius, inoffensive: 1.83500252004
appalling, nosy: 1.32754959483
costlier, patience: 0.717908736103
identical, retard: -0.006720425729
delusional, formerly: -0.118165986121
soaring, unaltered: 0.953462852035
curious, insensitive: 1.79911867093
go, immense: 0.038229331481
integrating, well-protected: 0.0
honorable, well-managed: 0.0
dazzling, proportionate: 0.027536398337
spatially, unbiased: 0.967433937565
expensive, urgently: 0.908736747751
cordial, intertwined: 1.81077835064
extreme, sadder: 0.936279637993
inaudible, rigid: 0.540129543687
expanded, proficient: 0.466770806663
dummy, fucked-up: 0.0
re-routed, vacant: 0.0
loveable, shy: 2.29483306435
long-term, thanan: 0
insufferable, known: 0.363533873054
only, various: 0.399979381931
lofty, twelve: 0.080673270706
lookin, well-defined: 0.0
beautifui, vigorous: 0.0
abusive, aggravated: 1.71953156908
justiciable, technological: 1.42164626622
rock-solid, sixth: 0.0
bullshit, thirteen: 0.923017324252
dressed, irrelevant: 0.244678543238
neutral, remote: 0.367722448848
briiliant, deductible: 0.0
occupied, vigorous: 0.023319308024
dope, sing: 1.15719996249
delineated, humane: 0.570413131618
neurotic, unanswered: 0.063385025898
baseless, fall: 0.203857337547
booming, suited: 1.20645551603
comercial, eccentric: 0.029154904628
delighted, unfeasible: 0.719759844147
dependable, fun: 1.74096442537
duty-bound, longer: 0.0
beneficial, expensive: 2.19196075581
confrontational, gigantic: -0.353512282891
frankenstein, stringent: 0.01855189216
chilly, human: 0.20652787652
extirpated, unsure: 0.232700683344
